user,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1587,28,6,1,0,12,13,0,29,4,1,18,1,10,3,16,24,4,1
1588,106,85,23,31,159,94,0,279,47,7,17,23,49,107,52,126,33,19
1590,20,18,21,11,24,21,2,22,16,2,5,5,7,4,15,16,4,0
1601,24,26,7,11,57,23,0,125,11,1,8,7,9,46,14,35,14,2
1602,131,138,76,114,333,55,16,152,82,1,24,26,30,88,79,93,11,3
1609,35,34,8,10,36,20,3,32,16,1,1,3,6,13,16,21,3,2
1612,72,49,4,5,17,25,0,46,14,0,6,2,8,11,34,49,17,0
1615,19,10,4,7,29,13,0,23,10,0,6,7,6,18,10,16,1,1
1616,29,24,3,3,34,38,0,82,10,8,6,4,22,34,16,40,11,6
1619,17,9,1,2,36,5,0,19,2,0,0,0,0,17,10,12,2,0
1620,77,58,11,13,39,41,0,58,20,2,11,3,15,19,48,56,9,3
1626,9,8,1,2,22,18,1,48,5,0,4,0,7,15,12,18,8,1
1627,13,6,0,0,20,10,7,45,3,1,2,0,1,8,5,9,6,1
1629,68,48,10,7,96,70,3,168,42,5,47,4,66,43,45,123,16,4
1630,15,14,5,6,22,13,0,32,6,2,1,5,9,14,16,19,3,1
1641,21,19,2,3,13,5,1,21,6,1,4,1,4,12,13,10,8,1
1644,125,90,33,44,134,62,4,139,70,1,48,17,29,58,82,100,14,3
1650,26,22,5,5,28,11,5,30,12,0,3,1,3,11,16,12,3,0
1657,15,10,6,4,25,23,0,58,15,1,12,1,14,22,11,35,5,0
1662,33,22,6,6,44,16,2,55,14,1,5,7,10,24,27,34,7,0
1672,92,63,8,17,160,107,3,233,26,8,10,10,39,91,25,106,30,15
1678,67,80,33,50,81,23,4,174,27,0,0,16,9,53,18,37,40,11
1686,96,74,21,20,76,40,3,69,28,0,9,5,17,32,40,64,7,2
1690,25,19,4,8,27,19,0,73,26,0,17,7,19,40,15,37,5,0
1693,12,8,1,1,30,35,3,55,2,2,5,2,9,4,9,29,5,3
1700,38,21,4,1,9,17,0,35,7,2,2,0,5,9,9,20,5,3
1703,28,27,3,5,17,14,0,33,16,0,0,3,8,12,13,17,3,0
1704,24,18,8,4,23,9,0,13,9,0,1,1,4,7,12,8,3,0
1705,42,34,9,7,34,45,12,128,13,9,13,4,36,30,34,68,20,1
1707,38,32,9,10,42,23,1,58,13,0,4,2,14,35,16,41,9,3
1714,61,31,3,1,50,61,4,124,10,1,2,2,10,27,10,59,25,3
1716,80,57,9,13,66,46,2,93,27,2,18,6,18,29,51,61,18,4
1719,18,29,8,9,62,13,3,41,19,0,4,3,5,28,15,20,3,0
1728,32,25,8,12,31,20,0,32,10,0,4,5,21,24,12,35,3,1
1730,13,23,12,16,44,9,1,51,12,0,1,7,5,27,8,9,3,0
1732,82,63,14,14,56,73,8,156,20,4,19,5,30,29,40,93,21,17
1734,38,21,8,7,59,59,7,112,10,7,4,1,34,24,30,73,12,5
1736,19,19,8,10,42,12,2,17,6,0,9,7,5,5,15,16,3,1
1738,45,15,0,0,15,27,0,31,6,1,12,0,6,3,18,40,9,1
1741,33,40,19,17,70,16,5,71,20,7,1,10,22,43,9,36,5,1
1745,46,41,7,5,53,21,0,56,29,2,20,1,13,26,19,37,5,2
1746,41,42,1,3,100,64,21,218,10,25,9,12,36,82,10,80,29,4
1750,50,41,6,11,46,38,5,88,18,3,5,5,15,33,22,50,21,2
1751,66,59,5,9,41,18,0,26,17,0,0,3,4,17,16,30,14,5
1755,102,116,61,64,105,66,0,146,96,3,145,34,71,45,85,182,10,3
1757,6,11,3,4,25,24,3,66,8,6,5,1,16,14,11,24,3,2
1758,28,30,15,15,46,30,4,66,14,1,11,4,14,16,20,35,12,0
1763,158,148,65,78,211,109,15,304,92,15,75,31,59,90,113,185,40,17
1770,12,6,1,1,15,15,0,44,7,1,15,0,18,20,5,35,4,0
1772,8,9,0,0,14,6,0,45,3,2,8,0,5,11,2,12,6,3
1774,42,34,6,7,23,15,0,26,14,0,1,6,2,6,13,19,10,0
1775,33,38,17,19,86,36,4,120,23,2,8,12,17,38,22,36,10,1
1776,26,21,2,3,31,20,2,43,6,1,5,4,11,14,12,22,7,2
1780,55,37,2,2,33,29,0,58,8,3,11,1,14,18,34,51,10,3
1786,52,41,9,9,16,12,0,39,16,1,9,1,13,9,39,45,6,1
1789,62,47,10,13,69,50,1,143,22,3,4,9,23,59,27,64,20,3
1804,29,16,0,0,28,19,0,21,1,0,0,0,4,12,4,20,3,1
1806,53,34,6,7,40,26,1,50,14,1,9,2,12,15,32,42,7,2
1810,78,91,51,50,81,46,5,160,47,1,13,29,22,57,44,59,16,23
1813,50,32,4,5,53,31,0,47,17,2,22,2,9,18,30,40,6,4
1815,100,53,8,8,63,66,2,111,20,3,27,2,23,18,46,107,17,4
1816,34,11,0,0,8,24,0,30,0,0,1,0,3,3,4,26,11,1
1819,32,14,0,1,6,33,0,44,2,0,7,0,9,2,16,46,6,2
1823,21,14,0,0,13,15,0,25,5,0,1,0,4,4,12,15,6,1
1825,104,70,44,13,98,77,86,185,43,8,24,6,42,23,88,100,31,6
1829,83,73,19,30,90,38,0,101,39,1,15,15,17,52,52,54,10,4
1834,16,11,5,0,21,14,0,55,9,2,5,2,9,17,19,21,11,2
1837,34,24,7,11,87,23,15,107,19,2,12,6,17,35,27,44,12,3
1838,121,61,5,8,32,30,0,42,20,0,10,1,8,14,46,64,10,2
1839,56,51,17,11,71,32,1,72,40,2,34,9,21,24,49,47,8,1
1840,27,24,3,6,43,22,3,52,11,1,3,2,6,19,6,19,4,5
1844,28,60,35,62,81,14,1,52,49,1,16,27,11,34,15,26,2,1
1848,22,25,12,8,30,23,1,37,16,1,3,4,12,16,12,32,5,0
1849,196,193,74,106,311,128,2,346,114,13,65,58,77,182,94,223,27,12
1854,127,140,51,77,184,49,3,179,84,2,25,45,36,101,95,97,17,4
1861,31,28,2,8,43,16,0,37,13,0,4,2,5,14,10,18,9,1
1870,37,22,1,0,28,45,2,71,9,3,1,1,22,12,10,44,9,4
1876,61,52,8,14,43,35,3,116,18,0,9,8,16,30,31,52,19,4
1882,18,12,2,2,26,26,1,39,7,2,5,1,8,14,12,28,1,0
1883,41,28,4,5,24,30,1,44,13,0,9,2,19,8,20,40,4,2
1887,112,74,17,25,85,49,1,140,42,2,23,10,21,33,67,79,21,9
1890,14,18,6,6,31,26,0,44,17,4,4,5,16,12,12,26,6,0
1902,42,32,7,9,69,30,1,48,18,0,6,5,7,22,20,22,7,4
1903,21,25,3,7,8,4,0,13,17,0,1,3,3,11,13,7,2,0
1906,143,138,41,47,185,49,3,180,69,0,22,39,33,79,92,92,24,5
1919,38,38,5,10,137,50,18,214,28,3,5,15,25,91,18,50,24,3
1922,29,17,3,3,45,21,1,48,7,0,1,2,4,12,9,18,6,7
1925,73,50,3,4,30,39,1,81,9,3,6,1,19,25,35,69,15,9
1927,25,16,15,7,31,36,8,75,13,2,7,1,19,8,16,34,13,1
1930,69,60,16,19,88,40,8,96,25,4,13,5,24,41,48,63,11,4
1932,40,27,4,4,30,16,2,33,9,0,1,0,8,14,22,24,3,1
1935,83,60,15,13,59,45,5,70,22,2,7,5,13,20,42,67,16,3
1958,63,71,26,24,35,17,1,33,47,0,3,10,7,36,33,35,5,0
1960,14,20,10,12,22,7,1,19,12,0,2,5,3,18,7,10,1,0
1963,60,45,5,11,129,93,8,275,25,10,17,12,38,88,22,91,45,16
1966,32,33,13,17,54,36,2,111,16,10,6,8,23,46,11,38,16,5
1968,39,37,29,18,29,13,1,20,22,0,3,4,10,8,18,18,3,0
1969,84,69,9,8,63,40,0,57,20,8,4,6,15,28,39,62,8,10
1979,6,10,3,3,12,4,0,31,5,1,0,2,1,13,7,6,4,1
1984,95,85,12,21,120,34,14,219,43,0,60,9,39,40,115,110,23,4
1997,35,28,7,7,14,18,0,16,7,3,5,2,13,5,22,29,2,0
2001,34,24,3,3,22,15,0,37,12,3,9,1,11,11,16,26,5,3
2004,92,77,21,23,96,77,8,219,45,5,22,13,39,74,64,109,21,3
2008,19,14,2,3,71,45,1,155,12,6,8,11,23,62,9,49,10,2
2010,92,85,30,53,95,50,1,140,64,0,36,24,30,54,40,105,13,4
2013,45,39,7,6,36,19,1,35,14,4,7,3,11,18,31,36,3,1
2015,16,13,4,6,20,5,0,21,5,1,5,4,3,20,7,10,3,2
2019,25,33,13,13,106,26,3,83,22,3,2,16,22,53,14,22,6,2
2024,91,76,38,26,123,46,14,171,48,3,34,13,43,58,82,84,20,5
2029,101,64,7,6,73,62,0,124,29,6,31,2,35,34,54,104,7,1
2033,7,3,2,1,18,19,2,48,5,4,9,0,8,11,8,15,9,0
2034,59,38,2,3,39,36,0,54,17,1,13,6,16,19,34,51,4,2
2035,16,20,9,9,16,10,0,22,12,1,2,2,7,4,10,18,4,0
2047,34,27,16,10,53,21,7,55,16,3,3,2,11,24,18,21,8,4
2051,63,60,14,17,111,77,6,238,44,3,20,13,40,84,37,109,21,4
2052,7,8,0,0,21,13,1,36,7,0,1,0,6,15,6,13,2,0
2057,29,29,6,6,8,5,0,11,8,0,2,3,0,2,22,13,2,0
2062,84,73,7,14,93,29,0,79,31,1,42,4,22,39,56,74,16,7
2065,29,17,3,6,29,25,0,58,14,1,8,2,11,21,17,26,4,3
2068,7,10,1,3,11,3,4,44,6,0,2,8,3,13,8,11,8,0
2070,37,53,21,30,81,8,1,71,35,1,5,13,8,64,20,23,0,1
2071,92,68,23,32,146,78,10,180,39,7,23,19,34,70,50,89,18,9
2072,34,19,4,2,26,16,2,30,3,2,4,3,10,10,13,28,3,0
2075,17,14,4,4,24,19,0,33,14,3,10,2,13,7,14,20,2,3
2081,40,31,10,13,44,17,4,36,13,0,7,6,6,16,29,23,3,5
2085,30,62,56,57,38,8,0,30,51,0,1,17,5,15,31,13,1,0
2089,52,49,9,14,60,29,0,56,19,0,4,7,8,16,22,32,8,2
2092,30,22,1,1,19,19,0,39,14,1,32,2,22,11,8,53,3,1
2095,51,39,3,4,105,50,1,130,19,1,5,9,13,76,23,43,19,5
2107,180,105,36,29,132,78,2,112,48,3,34,11,33,48,81,120,14,6
2108,24,23,1,1,16,11,0,21,5,1,4,1,4,1,18,17,4,1
2109,38,36,25,30,80,14,0,59,20,0,7,10,4,53,20,27,8,2
2120,40,38,17,16,44,22,1,35,12,2,2,3,6,17,22,31,6,3
2122,9,7,5,3,14,13,5,37,7,1,5,1,9,7,5,17,5,0
2128,36,38,9,14,19,12,0,32,22,0,5,6,10,14,35,25,5,0
2131,19,8,1,1,18,18,0,25,6,0,8,1,5,10,6,24,4,0
2137,32,9,0,0,13,40,0,53,8,4,11,0,15,5,16,41,8,5
2138,170,123,43,28,118,78,2,134,79,3,24,8,38,43,87,115,23,8
2150,54,46,15,15,59,35,2,64,14,0,8,6,16,19,27,45,10,9
2151,77,48,4,3,57,41,1,75,8,0,9,2,13,19,22,60,19,2
2158,205,132,26,30,163,99,0,250,67,7,51,14,49,104,105,184,38,12
2160,18,18,3,3,26,17,1,40,10,3,2,1,11,9,15,24,3,0
2161,82,49,23,21,92,37,0,103,21,0,4,10,9,66,40,59,8,2
2166,6,8,3,2,27,8,0,33,11,0,3,4,7,12,7,11,4,0
2177,5,4,0,0,20,15,2,38,0,5,0,1,12,11,1,16,3,0
2184,21,26,13,11,17,12,2,37,13,1,3,2,7,9,13,16,2,1
2188,90,77,19,24,127,58,12,90,35,4,28,12,29,29,58,80,7,2
2193,17,12,4,4,41,21,2,87,9,3,3,2,11,30,14,18,4,0
2197,34,68,53,54,103,9,0,62,48,0,1,26,8,85,24,11,3,1
2202,20,20,0,1,19,14,2,43,8,0,7,0,9,14,11,26,5,1
2208,48,24,4,4,31,40,0,90,11,0,4,1,14,27,16,48,15,2
2209,23,18,1,2,56,32,19,84,7,1,3,5,5,27,4,31,6,1
2210,60,53,9,15,62,45,2,120,24,3,11,7,27,54,24,63,11,5
2217,29,44,16,26,88,37,8,127,32,0,9,8,19,47,22,43,10,2
2219,15,14,8,7,27,23,0,54,5,1,0,8,8,26,10,18,3,1
2222,93,53,6,4,105,38,6,66,11,1,2,8,7,26,31,59,14,4
2224,28,11,1,0,21,30,0,58,7,4,5,2,17,10,13,31,9,3
2227,120,60,5,3,42,56,2,86,11,1,5,2,11,9,39,74,26,13
2230,21,7,1,0,10,24,1,31,2,2,2,1,12,7,9,31,3,0
2231,30,26,1,2,10,9,0,27,6,0,2,1,7,5,30,22,5,0
2232,80,77,15,18,120,61,11,196,37,4,25,16,30,71,40,85,22,7
2234,50,34,10,8,75,44,6,81,22,3,49,6,30,18,33,76,10,2
2238,33,27,38,13,47,27,0,93,30,2,12,4,23,29,44,45,8,2
2241,25,22,4,7,87,49,11,155,15,5,4,2,20,50,11,42,15,6
2242,79,61,7,19,188,43,3,200,43,3,10,16,24,114,40,70,19,9
2243,31,46,36,39,84,27,1,81,18,2,4,23,14,56,16,32,7,1
2245,12,18,11,13,33,7,0,51,9,0,1,10,4,32,3,8,5,2
2246,90,63,10,12,94,41,0,137,31,1,19,7,19,84,38,77,17,6
2248,94,75,15,6,41,28,2,64,34,1,21,1,20,26,68,57,19,2
2252,21,14,3,5,15,9,0,21,5,0,4,1,3,8,12,16,2,1
2260,39,31,5,6,34,18,2,39,14,2,4,0,11,22,23,30,3,0
2261,13,11,4,6,19,15,4,33,8,2,1,4,9,14,4,14,2,3
2268,15,24,18,9,17,8,0,28,18,2,5,2,6,11,12,17,0,0
2269,47,45,20,18,67,46,28,156,20,10,23,7,32,45,34,84,18,9
2270,142,98,29,22,110,82,4,185,44,10,17,8,36,61,95,113,22,7
2274,139,87,27,22,103,132,2,220,34,7,21,5,84,55,64,200,16,8
2275,37,22,4,2,22,19,0,28,4,0,1,0,6,2,13,23,8,0
2276,52,19,3,4,69,39,4,45,7,0,2,1,9,18,12,51,5,0
2292,14,12,2,2,18,12,2,42,5,0,7,5,5,13,5,12,9,2
2295,40,40,14,13,36,15,1,35,16,1,0,2,7,12,28,21,6,0
2299,21,33,16,22,27,14,1,56,25,1,15,21,13,21,29,33,2,0
2301,63,72,29,32,50,22,7,64,31,0,1,8,9,15,42,27,12,2
2302,38,30,11,13,49,49,2,99,8,4,10,4,20,29,23,55,10,0
2308,1,6,0,3,29,3,0,31,9,0,0,2,1,22,4,2,2,0
2310,4,7,0,1,36,24,7,128,4,0,2,3,11,35,5,24,10,2
2314,54,24,2,3,24,28,0,42,8,1,11,1,9,6,27,43,13,3
2320,19,21,7,10,57,20,3,64,14,2,8,16,7,45,12,30,3,1
2328,13,9,2,5,27,10,1,37,12,1,3,4,8,31,8,12,1,0
2330,65,59,15,19,75,58,2,110,39,2,20,9,25,27,29,61,12,5
2333,130,79,3,7,48,79,1,169,21,3,11,4,33,35,70,116,24,6
2335,88,80,12,13,51,11,6,55,27,0,16,1,18,19,94,64,4,1
2338,23,29,9,9,66,16,0,44,12,0,5,3,6,32,22,15,4,0
2339,15,15,0,2,44,6,0,37,9,0,0,3,1,28,5,9,3,0
2343,133,130,11,15,54,42,0,87,32,4,16,5,21,28,86,82,13,22
2344,255,156,10,15,140,145,4,329,65,10,84,9,75,99,141,248,43,17
2345,25,27,1,2,28,15,1,31,13,0,4,2,8,12,17,17,2,0
2349,111,150,83,114,326,63,9,268,91,4,16,83,26,154,54,74,27,15
2352,4,4,1,1,23,9,10,32,1,0,0,1,3,17,2,11,4,0
2356,31,8,1,0,16,32,0,38,2,0,11,0,8,5,14,40,6,0
2361,27,22,0,1,21,12,1,27,6,1,3,1,12,12,14,32,3,2
2367,160,118,44,35,147,86,11,191,60,7,30,6,45,61,115,126,19,6
2368,58,32,13,7,135,98,11,187,12,12,8,3,34,50,36,88,13,4
2383,6,7,5,2,15,11,0,30,4,1,4,2,8,6,6,13,2,0
2387,17,16,1,4,41,34,3,99,12,4,8,8,27,21,23,53,2,1
2391,19,13,4,1,17,14,1,24,11,0,3,0,4,5,4,16,5,0
2392,23,21,5,9,28,13,1,22,12,0,4,1,4,8,18,17,5,0
2393,86,53,7,6,19,23,1,51,19,2,14,0,14,15,56,59,7,4
2394,27,27,6,7,18,12,0,25,9,2,3,2,7,7,12,20,4,1
2395,73,62,13,22,80,22,0,82,33,0,7,8,16,39,68,47,12,6
2397,367,250,65,104,520,182,2,483,109,11,51,56,69,291,172,312,55,17
2402,21,28,12,20,34,12,0,23,15,0,8,2,6,8,13,13,2,0
2405,26,26,7,7,15,12,0,8,8,0,1,2,3,3,13,17,2,0
2408,45,27,6,6,8,15,0,33,9,0,3,3,7,9,16,28,9,0
2410,40,41,8,10,32,18,1,20,20,0,4,2,9,4,16,31,1,1
2423,77,92,39,41,94,23,2,104,49,0,3,25,8,59,42,33,19,2
2428,96,109,48,81,168,45,1,160,57,0,29,25,28,102,44,98,18,14
2447,12,26,12,19,71,8,1,41,19,0,1,12,1,38,8,6,1,0
2465,53,38,1,2,23,13,1,28,9,1,17,1,5,9,35,34,2,0
2469,12,11,2,2,20,22,0,49,7,6,8,3,10,14,6,17,9,1
2470,11,15,2,1,50,35,0,145,10,2,7,1,23,47,6,44,13,1
2474,80,37,0,1,36,54,1,100,13,3,7,0,29,9,37,84,18,3
2482,65,39,13,10,58,40,1,58,18,1,2,1,8,19,21,38,7,0
2483,13,11,1,6,23,19,3,40,2,5,1,3,6,13,5,17,2,1
2484,54,119,43,85,215,28,14,255,89,0,3,55,23,154,45,36,23,20
2487,51,38,6,9,58,23,0,61,18,0,1,6,8,44,20,32,10,1
2488,29,16,0,2,69,32,4,53,7,1,4,3,10,25,10,28,2,4
2492,26,6,3,2,14,34,1,37,3,0,2,2,8,8,5,32,4,0
2509,58,35,3,2,63,44,3,105,10,0,13,2,16,25,21,52,20,7
2511,45,27,2,2,43,46,1,110,5,4,9,4,14,24,20,48,13,7
2515,35,35,17,12,63,35,3,169,33,8,17,18,25,60,32,47,13,9
2517,182,120,25,21,158,115,7,289,49,3,48,10,63,79,121,189,39,6
2523,19,15,2,9,39,13,0,28,17,1,22,4,18,15,12,34,2,0
2528,11,8,4,4,14,17,0,31,3,2,5,2,7,8,3,11,9,2
2529,74,69,25,61,212,57,3,102,49,1,22,17,14,44,31,52,6,3
2542,18,25,25,11,32,4,0,11,16,0,9,2,4,6,18,12,1,0
2544,126,104,27,29,139,85,5,209,44,4,19,9,38,71,58,103,21,14
2550,23,23,12,14,44,33,3,80,22,0,14,13,18,20,16,42,11,0
2551,7,14,17,7,15,8,0,31,21,0,1,6,5,14,5,12,1,0
2558,121,89,37,39,172,104,7,182,47,4,25,22,37,65,52,114,18,7
2560,31,25,0,1,3,17,0,16,13,1,3,0,10,5,12,30,1,1
2561,67,51,14,11,22,25,0,37,16,3,4,4,13,8,47,49,5,2
2565,31,53,53,66,119,22,1,74,47,1,6,36,7,61,14,26,3,0
2568,102,88,5,17,128,65,0,189,62,0,16,12,28,107,75,89,9,1
2581,20,13,3,6,35,20,0,65,5,1,8,2,18,20,14,30,4,1
2584,113,84,21,17,79,68,4,98,31,3,9,4,22,29,62,93,17,9
2586,54,43,8,9,42,18,0,51,15,0,4,5,12,23,46,34,10,3
2590,68,77,32,31,89,37,0,83,75,1,16,11,22,34,61,55,5,3
2591,39,34,13,9,54,25,1,45,24,3,23,7,17,11,24,41,2,1
2601,18,29,34,14,33,11,1,39,13,3,10,4,7,11,21,10,5,2
2605,67,67,16,18,88,35,5,97,27,1,6,7,13,36,43,49,10,4
2606,6,10,5,7,30,5,4,92,8,1,0,1,7,36,5,18,15,1
2607,23,20,2,3,17,10,1,16,12,1,4,0,5,5,18,17,2,1
2611,33,16,2,3,63,23,7,87,13,2,12,14,11,24,18,28,5,1
2620,28,31,6,6,33,13,0,49,15,0,5,3,10,28,13,27,5,0
2626,43,32,5,6,27,23,0,35,11,1,7,2,11,14,19,34,11,1
2650,138,61,22,8,106,160,9,301,37,11,65,3,100,82,69,251,9,5
2657,114,84,20,19,85,42,7,133,42,2,7,10,18,53,64,70,18,6
2661,89,59,18,18,123,67,9,159,42,2,77,12,24,55,44,111,14,8
2663,26,18,6,7,15,27,0,67,11,0,5,6,11,27,11,24,7,3
2668,24,15,2,4,24,12,0,26,8,0,3,1,1,9,11,12,3,0
2669,123,107,50,52,215,123,8,334,69,6,29,24,67,113,65,155,25,14
2670,34,36,9,13,43,13,0,39,16,2,1,3,6,25,19,22,3,1
2681,30,23,4,7,19,17,0,24,10,1,7,3,5,4,15,21,6,0
2683,25,22,7,7,34,22,4,70,12,1,7,9,9,15,20,30,8,1
2684,151,133,53,57,107,47,0,109,58,0,7,22,20,38,75,80,25,6
2691,18,35,21,32,47,19,10,109,28,1,12,15,16,32,23,25,10,5
2693,9,5,6,5,12,17,3,36,4,0,3,2,2,8,3,13,5,1
2696,31,19,3,7,58,23,2,47,12,1,3,5,10,28,17,34,4,0
2699,15,7,2,1,46,30,4,54,5,1,3,3,9,12,3,21,3,1
2702,169,103,20,11,89,70,4,171,45,7,22,4,50,41,145,157,18,6
2709,20,12,6,3,69,38,6,90,14,1,13,5,12,27,8,33,4,0
2713,51,37,21,19,191,42,1,75,32,2,29,6,19,47,28,46,6,3
2728,12,21,17,19,47,14,3,62,21,0,4,12,7,27,7,19,9,1
2731,13,19,5,14,21,7,1,23,16,0,2,4,5,12,10,11,2,0
2742,158,127,51,25,77,53,6,165,78,4,46,9,65,42,158,142,26,6
2748,24,32,12,15,33,9,0,21,11,0,3,3,2,7,20,10,4,2
2749,16,18,3,5,20,17,0,27,7,0,3,2,3,9,7,12,3,1
2751,17,21,5,5,27,38,1,75,5,25,7,4,18,24,7,30,13,11
2756,8,9,3,3,22,5,5,15,5,2,3,1,2,13,4,9,1,0
2759,7,12,13,16,29,9,2,29,11,0,1,10,3,16,1,3,4,0
2761,30,9,5,4,25,20,0,53,5,1,3,3,9,19,4,27,13,0
2771,60,52,15,17,67,23,6,42,20,2,4,6,13,19,32,36,6,1
2772,125,92,30,38,219,68,6,173,74,3,121,20,53,92,95,180,13,6
2775,49,32,3,3,23,18,1,22,9,0,3,2,5,2,16,26,10,0
2780,61,54,16,16,78,66,3,189,21,4,13,11,28,49,35,76,24,5
2782,10,10,1,1,10,22,1,50,2,6,2,0,13,14,5,29,5,4
2783,25,16,4,4,46,31,3,100,8,0,4,3,12,30,15,34,17,4
2788,51,27,3,2,39,57,0,87,8,2,7,1,23,18,24,60,12,1
2803,12,20,30,22,29,8,2,36,22,0,9,11,5,22,12,14,2,0
2809,25,25,9,9,63,28,0,88,14,1,2,5,9,66,13,22,5,1
2810,91,60,8,10,57,32,1,64,31,1,15,4,21,24,47,67,11,3
2813,65,45,15,15,136,65,2,186,26,2,7,10,25,100,33,66,17,2
2816,38,31,10,11,47,30,1,39,18,2,5,3,11,14,23,34,3,0
2821,9,4,0,0,15,22,1,33,2,2,2,0,5,11,3,19,3,1
2825,22,17,6,6,14,19,0,18,6,0,3,1,5,6,9,16,2,1
2826,33,43,15,17,44,16,0,76,28,0,5,8,11,37,29,30,7,1
2835,57,38,4,7,36,26,0,80,11,1,7,4,10,27,42,44,22,6
2837,32,27,4,7,21,15,0,40,11,1,0,2,9,19,16,31,7,1
2843,60,71,12,19,181,60,22,263,32,13,30,40,46,108,52,104,21,4
2847,43,29,0,1,40,35,4,76,10,9,29,3,12,12,35,45,9,5
2854,0,0,1,0,15,14,0,47,3,4,5,0,15,10,7,20,0,1
2855,200,110,19,23,44,44,0,51,24,1,9,2,9,16,116,111,9,5
2865,14,14,5,5,31,14,0,62,6,0,1,2,5,35,12,18,6,0
2867,13,21,8,6,48,13,5,41,14,0,2,4,2,19,5,9,0,1
2868,99,62,10,14,82,65,2,117,23,2,25,5,27,30,51,99,13,3
2874,37,33,7,7,12,28,0,56,14,0,13,0,19,6,24,43,5,3
2877,101,66,1,2,35,49,1,77,7,2,6,2,17,12,32,83,22,2
2891,47,29,17,13,52,50,3,103,19,2,18,8,22,27,29,50,12,5
2894,65,65,24,24,68,29,0,54,27,2,6,11,15,35,37,47,7,1
2895,17,12,2,2,9,17,4,29,4,0,3,0,8,5,10,19,8,1
2898,158,99,12,13,234,93,0,219,52,5,16,7,38,132,96,143,11,4
2899,44,48,17,25,70,29,0,64,26,1,5,22,10,37,22,32,8,3
2903,85,84,29,36,208,71,7,155,51,2,20,25,26,86,53,82,7,2
2905,61,47,4,9,48,29,0,61,16,3,6,7,17,21,35,39,11,7
2908,38,36,11,13,39,23,2,69,20,2,10,2,16,24,27,33,7,1
2909,53,24,3,4,41,51,1,83,5,3,11,4,20,10,27,67,10,4
2915,23,33,13,14,62,35,11,98,16,3,2,3,13,49,4,26,8,1
2916,75,51,8,8,50,26,1,40,20,1,12,4,12,15,37,41,10,2
2922,26,14,2,2,30,37,0,59,2,2,2,1,5,14,1,28,5,13
2925,44,63,25,59,182,23,5,42,51,1,31,18,15,36,31,36,4,2
2928,28,16,8,3,50,42,5,114,23,4,8,4,28,28,28,52,7,0
2930,165,105,22,25,102,62,10,169,58,1,21,18,47,68,112,160,5,1
2931,60,33,12,9,36,41,2,72,21,3,23,3,20,12,30,64,14,3
2933,14,21,7,13,44,12,0,44,25,0,6,4,2,13,7,15,1,0
2934,32,25,11,10,29,29,4,56,10,1,0,2,11,15,10,36,10,1
2941,11,6,0,0,11,14,0,32,2,1,0,0,4,9,2,12,5,1
2945,45,34,10,12,52,32,1,58,12,1,6,3,11,27,23,47,5,2
2946,36,28,8,9,27,22,0,47,12,1,6,4,14,17,21,29,11,2
2948,89,70,10,14,72,45,1,97,21,3,13,5,20,36,52,69,17,6
2955,135,49,6,5,73,100,5,146,11,2,15,2,20,19,26,111,20,6
2959,89,84,52,35,116,52,25,163,54,5,24,17,28,44,50,79,21,7
2966,40,48,14,18,110,24,1,76,23,1,1,10,12,72,19,19,1,0
2969,41,16,0,0,21,51,0,55,9,3,7,0,18,8,15,47,7,6
2970,82,36,5,4,41,45,0,70,7,1,9,2,18,22,22,66,12,1
2973,18,22,5,6,28,8,0,17,10,0,2,0,2,4,17,11,1,0
2974,27,32,15,10,25,14,2,69,27,3,14,8,18,14,26,28,20,0
2984,11,9,2,5,14,10,0,33,4,2,1,3,6,4,3,15,5,0
2988,57,47,6,3,55,40,26,141,30,5,15,5,28,45,40,65,15,6
3000,17,29,12,22,69,5,0,87,13,0,2,11,7,47,3,9,7,6
3004,13,7,0,0,11,28,0,43,1,1,1,0,8,5,4,22,7,2
3010,26,23,18,11,10,5,0,19,15,1,4,4,3,9,19,12,3,0
3015,16,23,6,8,18,9,1,29,14,0,1,3,2,14,5,12,3,1
3018,33,22,10,5,85,58,8,94,14,2,15,8,17,17,23,44,4,9
3020,62,88,26,43,161,35,1,125,54,6,3,44,23,120,31,54,10,10
3024,78,66,25,32,86,43,0,71,47,3,30,29,17,39,34,68,10,2
3026,28,11,1,1,13,15,0,34,2,2,43,0,23,9,34,56,2,0
3029,53,42,9,8,59,28,4,102,27,1,5,6,11,56,17,37,11,0
3031,39,52,26,23,59,13,3,59,32,0,6,10,9,21,10,21,17,1
3033,50,52,18,22,141,56,5,244,37,4,32,20,35,108,32,81,22,7
3051,43,46,24,29,144,44,12,136,38,5,27,21,20,60,37,55,5,1
3054,49,49,17,18,36,17,0,23,18,1,4,5,6,18,28,28,3,1
3057,106,66,7,12,95,56,0,88,27,1,11,7,23,34,76,71,10,6
3060,34,13,0,2,39,52,3,82,5,1,7,1,21,27,12,59,6,0
3061,80,56,8,7,20,22,0,39,23,1,15,1,9,14,60,45,7,1
3070,52,49,12,17,52,29,0,57,23,1,8,9,12,32,27,30,6,0
3075,12,13,3,3,62,29,5,122,8,4,3,1,17,44,18,34,4,2
