writer,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
nm0384398,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1
nm0385012,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0385264,0,0,0,0,0,0,0,6,0,1,0,0,1,3,0,1,1,0
nm0385430,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
nm0385630,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0385632,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0
nm0386023,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0386694,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0386750,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0
nm0387025,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0
nm0387132,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
nm0388076,1,2,0,0,2,2,0,4,1,0,0,0,0,1,0,3,0,0
nm0388113,0,2,3,3,1,0,0,1,0,0,0,2,0,1,0,0,0,0
nm0388198,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
nm0388375,3,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0
nm0388377,3,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0
nm0388755,0,1,0,1,1,1,0,2,1,1,3,3,1,1,0,1,0,0
nm0388772,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0388805,0,0,0,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0
nm0389591,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0389921,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0390141,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0390822,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0391344,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
nm0391750,0,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0
nm0391763,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
nm0392237,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0
nm0392955,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
nm0393094,1,1,0,0,0,0,0,2,1,0,2,0,0,0,3,0,0,0
nm0393517,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
nm0394212,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0394984,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,0,0,0
nm0395262,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0395924,1,2,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0396074,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0397022,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2
nm0397322,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0397411,0,0,0,1,6,1,0,1,2,0,0,0,0,0,0,1,0,0
nm0397574,5,5,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
nm0397608,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,0
nm0398185,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
nm0398518,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0
nm0398763,0,2,2,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0
nm0399252,0,1,2,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0
nm0400056,0,1,5,5,1,0,0,1,2,0,0,4,0,1,0,0,0,0
nm0400403,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1
nm0400436,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
nm0400441,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
nm0400591,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0400731,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
nm0401076,0,0,1,1,0,1,0,5,0,0,0,2,0,3,0,0,2,0
nm0401362,1,2,4,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0
nm0401738,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,2,0,0
nm0402805,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,2,0,0
nm0403230,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0404062,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
nm0404396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
nm0404717,0,1,1,1,1,0,0,3,1,0,0,1,0,2,0,0,0,0
nm0404754,1,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0
nm0405190,1,1,2,1,3,2,0,1,1,0,0,0,0,1,0,1,0,0
nm0405632,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0406228,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
nm0406334,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0406772,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,2,0,0
nm0406808,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
nm0406836,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
nm0407067,0,1,0,0,3,2,0,0,0,0,0,0,1,1,0,4,0,0
nm0407717,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,3,0,0
nm0408348,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0408488,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
nm0409675,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,2,0,0
nm0410288,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0
nm0410331,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
nm0410694,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0
nm0410877,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
nm0410958,0,0,0,0,1,0,0,3,1,0,0,1,0,3,1,0,0,0
nm0411477,0,0,0,0,10,7,0,0,0,0,0,0,0,1,0,0,0,0
nm0411872,1,1,3,0,0,1,0,3,2,1,0,0,1,0,4,1,0,0
nm0412517,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0
nm0413826,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0
nm0414047,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
nm0414117,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0414226,0,2,1,1,1,0,0,0,2,0,1,0,0,0,1,1,0,0
nm0414448,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0
nm0414608,0,2,1,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0
nm0414893,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
nm0415167,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0
nm0415425,1,0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,0,0
nm0415745,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0415979,1,1,0,0,2,1,0,2,0,0,3,0,0,0,3,0,0,1
nm0416556,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,1,0,0
nm0416861,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0
nm0416945,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
nm0418321,1,2,0,1,1,0,1,4,0,0,0,0,0,2,0,1,0,0
nm0418450,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0418588,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0418659,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0418883,4,2,0,0,1,0,0,3,1,0,1,0,0,0,0,3,1,1
nm0419830,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0419884,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0
nm0420982,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0421084,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0421255,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
nm0421314,2,0,0,0,6,2,0,10,0,0,0,0,0,5,0,1,1,0
nm0423161,0,2,2,2,2,0,0,1,0,0,0,2,0,1,0,0,0,0
nm0423524,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,1
nm0423626,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0
nm0424216,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0424556,0,2,2,2,1,0,0,2,0,0,0,2,0,1,0,0,0,0
nm0424666,0,1,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0
nm0424688,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0
nm0424901,1,1,0,0,0,0,0,1,2,0,2,0,2,0,0,2,0,0
nm0425138,2,1,0,0,2,4,0,0,1,0,1,0,0,0,2,4,0,0
nm0425756,3,1,0,1,3,2,0,3,1,0,0,0,0,1,0,1,0,0
nm0425894,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0
nm0425913,2,0,0,0,1,1,0,5,0,1,0,0,0,1,0,1,1,1
nm0426059,1,1,0,0,1,3,0,1,0,1,0,0,1,1,1,0,0,0
nm0426500,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0
nm0426539,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0
nm0426953,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0427468,0,0,0,2,3,0,0,3,0,0,1,0,0,2,0,1,0,0
nm0428056,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
nm0428296,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0
nm0428600,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0428630,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0
nm0429069,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0
nm0429741,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0
nm0429964,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,1,0
nm0431622,1,4,4,2,2,0,0,0,3,0,0,0,0,0,2,0,0,0
nm0431918,0,2,1,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0
nm0432075,0,2,0,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0
nm0434716,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0435701,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
nm0436095,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,1,0
nm0436164,3,2,0,0,0,0,0,3,1,0,1,0,2,0,1,3,2,0
nm0436314,0,1,2,2,1,0,0,1,0,0,0,2,0,1,0,0,0,0
nm0436543,15,5,0,3,3,7,0,12,0,0,0,0,0,2,1,5,0,1
nm0436960,3,2,0,3,2,0,0,0,3,0,0,0,0,1,0,1,0,0
nm0437393,2,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,1,0
nm0437717,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0
nm0437969,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0
nm0438226,0,0,0,1,6,0,0,1,0,0,0,0,0,3,0,0,0,0
nm0438235,2,1,2,0,3,0,0,0,1,0,0,0,0,1,2,0,0,0
nm0438320,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0438449,3,1,0,0,2,3,0,0,1,0,0,0,0,1,0,1,0,0
nm0438989,1,1,0,2,5,0,0,4,1,0,1,0,0,0,0,1,0,0
nm0439640,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0440458,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0
nm0440913,1,1,0,0,0,2,0,2,0,0,0,0,1,0,1,2,0,0
nm0441301,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
nm0441718,1,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0
nm0441896,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
nm0442109,0,0,0,0,4,0,0,4,1,0,0,0,0,3,1,0,0,0
nm0442151,0,0,0,0,8,0,0,3,0,0,0,4,0,4,0,0,0,0
nm0442190,2,4,1,2,4,0,0,0,0,0,0,0,0,0,1,1,1,1
nm0442228,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1
nm0442241,6,5,0,0,1,0,0,5,0,0,0,0,1,0,1,2,0,1
nm0442454,0,0,0,0,7,2,0,6,0,0,0,1,0,1,0,0,0,0
nm0443227,1,1,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0
nm0443582,0,0,0,1,1,2,0,6,2,0,0,0,0,1,1,2,0,0
nm0443611,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0443855,0,1,2,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0
nm0444517,1,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
nm0445502,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0445669,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
nm0446210,0,1,1,1,2,0,0,1,2,0,0,1,1,2,0,1,0,0
nm0446761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
nm0446819,0,0,0,0,1,1,0,4,0,0,1,0,2,0,3,4,0,0
nm0447945,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
nm0448088,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0448208,1,4,5,5,4,0,0,1,1,0,0,2,0,0,1,0,0,1
nm0448392,4,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,1,0
nm0448469,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0449576,0,0,0,0,1,0,0,3,0,0,1,0,2,3,0,0,0,0
nm0450262,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
nm0450720,0,2,0,3,0,0,0,0,2,0,0,0,0,0,2,1,0,0
nm0451689,2,3,0,0,0,0,0,3,2,0,0,0,0,2,1,0,0,0
nm0451884,0,1,0,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0
nm0452102,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
nm0452134,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0452235,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0452878,8,4,0,0,0,2,0,9,0,2,0,0,0,0,0,6,2,2
nm0453518,2,1,0,0,1,2,0,3,0,0,2,0,2,0,0,3,0,1
nm0454783,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0455078,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0
nm0455207,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0455404,0,2,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0
nm0455510,0,0,0,1,3,0,0,0,0,0,0,2,0,2,0,0,0,1
nm0455785,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0
nm0456017,0,5,1,2,2,0,0,2,1,0,0,1,0,1,0,0,1,0
nm0456158,14,12,2,0,0,0,0,1,3,0,0,0,0,0,12,4,2,0
nm0456732,0,5,6,8,5,0,0,2,3,0,0,1,0,0,1,0,0,0
nm0456946,1,3,3,4,2,0,0,0,2,0,1,1,0,0,0,0,0,1
nm0457725,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
nm0458228,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0
nm0458251,0,0,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0
nm0458312,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0458318,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
nm0458441,1,1,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0458461,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
nm0458884,0,1,0,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0
nm0459067,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
nm0460057,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0
nm0460058,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0460104,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0460141,3,8,0,1,1,0,0,3,7,0,0,0,2,2,1,1,0,0
nm0460146,0,2,4,4,2,0,0,3,0,0,0,3,0,2,0,0,0,0
nm0460190,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0
nm0460206,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
nm0460600,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
nm0461425,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0
nm0462321,1,1,0,0,0,0,0,4,0,1,0,0,0,3,0,0,1,0
nm0462895,12,8,0,1,4,3,0,5,4,0,1,0,6,1,5,12,0,0
nm0463359,0,0,0,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0
nm0463385,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0
nm0463521,6,2,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0
nm0463618,5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
nm0464804,0,1,4,0,0,0,0,2,1,0,0,0,1,1,2,1,0,0
nm0464846,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
nm0465199,7,5,0,1,3,0,0,4,2,0,0,0,1,2,3,2,0,0
nm0466153,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
nm0466175,0,1,0,0,5,0,0,2,3,0,0,0,0,2,0,0,0,0
nm0466473,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0
nm0466925,1,0,0,0,0,0,0,1,0,0,3,0,1,0,1,3,0,0
nm0467942,6,3,0,0,4,2,0,1,0,0,1,0,1,1,1,3,1,0
nm0469104,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
nm0469694,2,0,0,0,1,2,0,2,0,0,1,0,1,1,0,2,0,0
nm0469915,0,0,0,0,3,0,0,1,0,1,0,1,0,3,0,0,0,0
nm0471217,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0
nm0471298,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
nm0471811,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
nm0472213,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0472567,5,3,0,0,2,0,0,4,2,0,6,0,4,1,4,8,1,0
nm0475659,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0475823,0,1,0,0,5,4,0,1,0,0,0,0,4,1,0,1,0,0
nm0475905,1,0,0,0,0,1,0,2,1,0,3,0,2,0,1,3,0,0
nm0476064,9,5,0,0,0,0,0,2,0,0,0,0,0,0,7,4,0,2
nm0476065,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0477370,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
nm0477696,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0478588,2,1,1,0,2,1,0,3,1,0,0,2,0,1,0,2,0,0
nm0478799,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0
nm0480048,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0480166,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0481401,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0481418,0,0,0,1,4,0,0,10,2,0,0,0,0,8,0,0,0,0
nm0481990,5,3,2,5,4,0,0,0,5,0,0,0,0,0,1,0,0,0
nm0482193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
nm0482780,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0
nm0484111,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0
nm0484907,0,0,0,0,0,0,0,2,1,0,3,0,0,1,0,1,0,0
nm0486228,0,0,0,0,0,0,0,1,0,0,3,0,1,0,3,1,0,0
nm0486244,2,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0
nm0486538,0,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0
nm0487567,0,1,0,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0
nm0488057,0,0,0,0,3,1,0,3,0,1,0,0,1,2,0,0,1,0
nm0488991,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0
nm0489620,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0
nm0489623,1,0,0,0,2,1,0,3,0,0,0,0,0,0,2,1,0,0
nm0489995,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0490958,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0491011,0,1,0,0,2,1,0,2,1,0,0,0,2,2,1,0,1,0
nm0491306,0,0,0,0,0,1,0,6,0,0,0,1,0,3,0,1,0,0
nm0491682,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0491956,0,0,0,0,2,0,0,9,1,0,0,0,0,2,0,0,1,0
nm0492909,0,1,0,0,6,3,0,1,0,0,0,0,0,4,0,0,0,0
nm0493071,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
nm0493369,4,2,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0
nm0493548,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0
nm0493857,0,1,4,3,1,0,0,2,0,0,0,3,0,2,0,0,0,0
nm0494138,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,1,0,0
nm0494170,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,0,0
nm0494435,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
nm0495378,1,1,0,0,0,1,0,4,1,0,0,0,1,0,1,1,1,0
nm0496312,0,0,0,0,2,1,0,2,0,0,0,0,0,2,0,1,0,0
nm0496468,0,1,0,0,5,3,0,3,0,2,1,1,1,4,2,1,0,0
nm0497762,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0
nm0497929,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,1,0
nm0498278,16,13,0,0,0,0,0,1,2,0,0,0,0,0,14,5,1,0
nm0498775,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0498963,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0499343,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0499626,1,1,0,0,4,0,0,4,0,1,0,4,1,7,0,2,0,0
nm0500609,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
nm0500858,0,2,3,3,2,0,0,2,1,0,0,2,0,0,0,0,0,0
nm0500988,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0
nm0501015,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0
nm0501359,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
nm0501380,3,0,0,0,1,1,0,2,0,0,0,0,1,0,1,4,0,0
nm0501399,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0
nm0501729,0,0,2,2,1,0,0,0,1,0,0,2,0,1,0,0,0,1
nm0501872,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,2,0
nm0501973,0,1,0,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0
nm0502073,4,2,1,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0503585,0,0,0,0,3,0,0,2,1,0,0,7,0,4,0,0,0,1
nm0503669,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0503693,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,1,0,0
nm0504802,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
nm0504832,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,2,0,0
nm0505183,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,3,0,0
nm0505230,1,0,0,0,2,0,0,6,0,0,0,0,0,4,1,0,0,0
nm0505522,2,0,0,0,1,2,0,3,0,0,0,0,0,0,0,2,0,0
nm0505615,1,0,0,0,2,1,0,1,1,0,1,0,3,0,1,6,0,0
nm0505648,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0505662,1,2,0,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0
nm0505946,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
nm0506405,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
nm0506597,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0507000,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
nm0507760,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0507794,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0
nm0507863,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
nm0508200,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
nm0508293,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0510674,0,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
nm0510989,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
nm0511541,4,1,0,0,0,0,0,1,0,0,2,0,0,0,3,1,0,1
nm0512137,0,0,0,0,0,0,0,2,1,0,2,0,1,1,0,0,0,0
nm0512215,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0512231,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0
nm0513028,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
nm0513744,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0513858,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0
nm0513974,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
nm0514821,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
nm0514936,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0
nm0516001,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0516344,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
nm0516360,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0516598,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0517188,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
